city,State_ab,State_name,population,density
Ney,OH,Ohio,341.0,336.0
Neylandville,TX,Texas,97.0,118.0
Nezperce,ID,Idaho,458.0,411.0
Niagara,WI,Wisconsin,797.5,117.5
Niagara Falls,NY,New York,47720.0,1308.0
Niangua,MO,Missouri,426.0,401.0
Niantic,CT,Connecticut,1795.0,503.5
Niarada,MT,Montana,7.0,0.0
Nibley,UT,Utah,7135.0,658.0
Nicasio,CA,California,71.0,21.0
Nice,CA,California,2527.0,565.0
Niceville,FL,Florida,15972.0,456.0
Nicholasville,KY,Kentucky,30912.0,823.0
Nicholls,GA,Georgia,3333.0,696.0
Nichols,IA,Iowa,327.3333333333333,272.6666666666667
Nichols Hills,OK,Oklahoma,3938.0,772.0
Nicholson,MS,Mississippi,1703.6666666666667,192.66666666666666
Nickelsville,VA,Virginia,360.0,290.0
Nickerson,KS,Kansas,683.5,336.0
Nicolaus,CA,California,148.0,18.0
Nicollet,MN,Minnesota,1169.0,477.0
Nicoma Park,OK,Oklahoma,2467.0,285.0
Nicut,OK,Oklahoma,277.0,6.0
Niederwald,TX,Texas,599.0,63.0
Nielsville,MN,Minnesota,82.0,102.0
Nightmute,AK,Alaska,317.0,1.0
Nikiski,AK,Alaska,4316.0,23.0
Nikolaevsk,AK,Alaska,246.0,2.0
Nikolai,AK,Alaska,86.0,7.0
Nikolski,AK,Alaska,21.0,0.0
Niland,CA,California,631.0,606.0
Nile,WA,Washington,73.0,36.0
Niles,IL,Illinois,19421.0,1156.0
Nilwood,IL,Illinois,229.0,189.0
Nimmons,AR,Arkansas,64.0,99.0
Nimrod,MN,Minnesota,64.0,26.0
Nina,TX,Texas,48.0,445.0
Ninety Six,SC,South Carolina,2042.0,438.0
Ninilchik,AK,Alaska,836.0,1.0
Ninnekah,OK,Oklahoma,1047.0,39.0
Niobrara,NE,Nebraska,338.0,179.0
Niota,TN,Tennessee,733.0,123.0
Niotaze,KS,Kansas,73.0,76.0
Nipinnawasee,CA,California,349.0,43.0
Nipomo,CA,California,17601.0,457.0
Nisland,SD,South Dakota,225.0,322.0
Nisqually Indian Community,WA,Washington,631.0,86.0
Nissequogue,NY,New York,1732.0,175.0
Nisswa,MN,Minnesota,2096.0,75.0
Nitro,WV,West Virginia,6373.0,469.0
Nittany,PA,Pennsylvania,736.0,200.0
Niverville,NY,New York,1228.0,164.0
Niwot,CO,Colorado,3870.0,373.0
Nixa,MO,Missouri,22515.0,953.0
Nixon,TX,Texas,1346.0,274.0
No Name,CO,Colorado,29.0,62.0
Noank,CT,Connecticut,1432.0,362.0
Noatak,AK,Alaska,415.0,9.0
Noble,OK,Oklahoma,2646.0,180.33333333333334
Noblestown,PA,Pennsylvania,531.0,169.0
Noblesville,IN,Indiana,64668.0,726.0
Nobleton,FL,Florida,104.0,213.0
Nocatee,FL,Florida,14747.0,215.0
Nocona,TX,Texas,3002.0,411.0
Nocona Hills,TX,Texas,674.0,49.0
Nodaway,IA,Iowa,103.0,74.0
Noel,MO,Missouri,1807.0,348.0
Nogal,NM,New Mexico,140.0,7.0
Nogales,AZ,Arizona,30917.0,372.0
Nokesville,VA,Virginia,1330.0,53.0
Nokomis,FL,Florida,3247.0,718.5
Nolanville,TX,Texas,5879.0,539.0
Nolensville,TN,Tennessee,10062.0,372.0
Nolic,AZ,Arizona,97.0,71.0
Noma,FL,Florida,205.0,74.0
Nome,AK,Alaska,1507.0,117.66666666666667
Nondalton,AK,Alaska,133.0,7.0
Nooksack,WA,Washington,1631.0,898.0
Noonan,ND,North Dakota,124.0,163.0
Noonday,TX,Texas,722.0,133.0
Noorvik,AK,Alaska,675.0,310.0
Nora,IL,Illinois,68.0,36.5
Nora Springs,IA,Iowa,1354.0,238.0
Norborne,MO,Missouri,647.0,385.0
Norbourne Estates,KY,Kentucky,449.0,2171.0
Norcatur,KS,Kansas,144.0,55.0
Norco,CA,California,14727.0,530.5
Norcross,GA,Georgia,8331.0,533.5
Nord,CA,California,312.0,57.0
Nordheim,TX,Texas,303.0,235.0
Nordic,WY,Wyoming,337.0,25.0
Norfolk,VA,Virginia,134887.0,1295.5
Norfork,AR,Arkansas,536.0,91.0
Norge,OK,Oklahoma,154.0,193.0
Norlina,NC,North Carolina,1047.0,363.0
Normal,IL,Illinois,54469.0,1149.0
Norman,OK,Oklahoma,31354.5,166.5
Norman Park,GA,Georgia,962.0,120.0
Normandy,MO,Missouri,2492.5,619.5
Normandy Park,WA,Washington,6604.0,1020.0
Normangee,TX,Texas,706.0,244.0
Normanna,TX,Texas,137.0,39.0
Norphlet,AR,Arkansas,782.0,147.0
Norridge,IL,Illinois,14152.0,3018.0
Norris,TN,Tennessee,1105.5,147.0
Norris Canyon,CA,California,897.0,93.0
Norris City,IL,Illinois,1151.0,379.0
Norristown,PA,Pennsylvania,17174.5,1889.0
North,SC,South Carolina,708.0,316.0
North Acomita Village,NM,New Mexico,273.0,36.0
North Adams,MA,Massachusetts,8807.0,287.5
North Alamo,TX,Texas,3727.0,1014.0
North Amityville,NY,New York,18382.0,3014.0
North Apollo,PA,Pennsylvania,1201.0,853.0
North Arlington,NJ,New Jersey,15683.0,2437.0
North Attleborough,MA,Massachusetts,29180.0,597.0
North Auburn,CA,California,14269.0,707.0
North Augusta,SC,South Carolina,23845.0,448.0
North Aurora,IL,Illinois,18057.0,962.0
North Babylon,NY,New York,17134.0,1962.0
North Ballston Spa,NY,New York,1165.0,540.0
North Baltimore,OH,Ohio,3588.0,554.0
North Barrington,IL,Illinois,2952.0,243.0
North Bay,WI,Wisconsin,234.0,857.0
North Bay Shore,NY,New York,21679.0,2604.0
North Bay Village,FL,Florida,8057.0,8413.0
North Beach,MD,Maryland,2039.0,2390.0
North Beach Haven,NJ,New Jersey,2128.0,452.0
North Belle Vernon,PA,Pennsylvania,1857.0,1694.0
North Bellmore,NY,New York,20718.0,3052.0
North Bellport,NY,New York,11428.0,900.0
North Bend,OR,Oregon,4833.25,591.0
North Bennington,VT,Vermont,1697.0,351.0
North Bethesda,MD,Maryland,49872.0,2171.0
North Bonneville,WA,Washington,1007.0,153.0
North Boston,NY,New York,2694.0,255.0
North Braddock,PA,Pennsylvania,4669.0,1208.0
North Branch,MN,Minnesota,5886.5,204.5
North Brentwood,MD,Maryland,551.0,1884.0
North Brooksville,FL,Florida,3161.0,187.0
North Browning,MT,Montana,2861.0,289.0
North Buena Vista,IA,Iowa,121.0,46.0
North Caldwell,NJ,New Jersey,6621.0,833.0
North Canton,OH,Ohio,17176.0,1034.0
North Cape May,NJ,New Jersey,3107.0,859.0
North Carrollton,MS,Mississippi,429.0,525.0
North Catasauqua,PA,Pennsylvania,2831.0,1522.0
North Charleroi,PA,Pennsylvania,1261.0,1894.0
North Charleston,SC,South Carolina,115382.0,574.0
North Chevy Chase,MD,Maryland,595.0,1971.0
North Chicago,IL,Illinois,29615.0,1430.0
North City,IL,Illinois,569.0,101.0
North Cleveland,TX,Texas,298.0,60.0
North College Hill,OH,Ohio,9283.0,1970.0
North Conway,NH,New Hampshire,2179.0,197.0
North Corbin,KY,Kentucky,2035.0,441.0
North Courtland,AL,Alabama,620.0,361.0
North Creek,NY,New York,698.0,153.0
North Crossett,AR,Arkansas,2802.0,104.0
North Crows Nest,IN,Indiana,47.0,280.0
North DeLand,FL,Florida,1400.0,1031.0
North Decatur,GA,Georgia,16701.0,1312.0
North Druid Hills,GA,Georgia,18002.0,1529.0
North Eagle Butte,SD,South Dakota,2220.0,94.0
North East,MD,Maryland,3642.0,695.0
North Eastham,MA,Massachusetts,1612.0,180.0
North Edwards,CA,California,880.0,26.0
North El Monte,CA,California,3933.0,3587.0
North English,IA,Iowa,1007.0,637.0
North Enid,OK,Oklahoma,921.0,153.0
North Escobares,TX,Texas,64.0,34.0
North Fair Oaks,CA,California,14372.0,4631.0
North Fairfield,OH,Ohio,534.0,446.0
North Falmouth,MA,Massachusetts,2516.0,249.0
North Fond du Lac,WI,Wisconsin,5081.0,924.0
North Fork,AZ,Arizona,1676.0,10.0
North Fort Lewis,WA,Washington,6355.0,415.0
North Fort Myers,FL,Florida,42770.0,326.0
North Freedom,WI,Wisconsin,697.0,321.0
North Gate,CA,California,685.0,402.0
North Gates,NY,New York,9581.0,1390.0
North Granby,CT,Connecticut,1485.0,68.0
North Great River,NY,New York,3883.0,643.0
North Grosvenor Dale,CT,Connecticut,1130.0,192.0
North Haledon,NJ,New Jersey,8395.0,935.0
North Hampton,OH,Ohio,468.0,469.0
North Hartland,VT,Vermont,228.0,87.0
North Hartsville,SC,South Carolina,2732.0,232.0
North Haven,NY,New York,892.0,126.0
North Haverhill,NH,New Hampshire,905.0,114.0
North Henderson,IL,Illinois,174.0,296.0
North High Shoals,GA,Georgia,721.0,115.0
North Highlands,CA,California,47661.0,2088.0
North Hills,NY,New York,3371.5,681.0
North Hobbs,NM,New Mexico,6301.0,93.0
North Hodge,LA,Louisiana,376.0,214.0
North Hornell,NY,New York,737.0,579.0
North Hudson,WI,Wisconsin,3811.0,950.0
North Hurley,NM,New Mexico,98.0,24.0
North Irwin,PA,Pennsylvania,787.0,1502.0
North Johns,AL,Alabama,145.0,275.0
North Judson,IN,Indiana,1712.0,598.0
North Kansas City,MO,Missouri,4571.0,400.0
North Kensington,MD,Maryland,9036.0,2289.0
North Key Largo,FL,Florida,886.0,18.0
North Kingsville,OH,Ohio,2792.0,121.0
North La Junta,CO,Colorado,337.0,95.0
North Lakeport,CA,California,3351.0,336.0
North Lakeville,MA,Massachusetts,3114.0,238.0
North Las Vegas,NV,Nevada,251974.0,992.0
North Lauderdale,FL,Florida,44262.0,3697.0
North Laurel,MD,Maryland,24873.0,1481.0
North Lawrence,OH,Ohio,164.0,187.0
North Lewisburg,OH,Ohio,1465.0,520.0
North Liberty,IA,Iowa,10708.0,773.5
North Light Plant,NM,New Mexico,296.0,162.0
North Lilbourn,MO,Missouri,44.0,98.0
North Lindenhurst,NY,New York,10624.0,2124.0
North Little Rock,AR,Arkansas,65903.0,486.0
North Logan,UT,Utah,11237.0,608.0
North Loup,NE,Nebraska,293.0,276.0
North Lynbrook,NY,New York,464.0,2070.0
North Lynnwood,WA,Washington,23620.0,2916.0
North Madison,OH,Ohio,8630.0,852.0
North Manchester,IN,Indiana,5747.0,627.0
North Mankato,MN,Minnesota,13948.0,862.0
North Massapequa,NY,New York,18505.0,2386.0
North Merrick,NY,New York,12170.0,2733.0
North Miami,FL,Florida,31595.0,1804.5
North Miami Beach,FL,Florida,43041.0,3429.0
North Middletown,NJ,New Jersey,1912.5,1789.5
North Muskegon,MI,Michigan,3793.0,818.0
North Myrtle Beach,SC,South Carolina,16819.0,303.0
North New Hyde Park,NY,New York,15080.0,2948.0
North Newton,KS,Kansas,1762.0,744.0
North Oaks,MN,Minnesota,5351.0,298.0
North Ogden,UT,Utah,20582.0,1066.0
North Olmsted,OH,Ohio,31341.0,1036.0
North Omak,WA,Washington,437.0,15.0
North Palm Beach,FL,Florida,13127.0,1552.0
North Patchogue,NY,New York,7657.0,1498.0
North Pearsall,TX,Texas,684.0,174.0
North Pekin,IL,Illinois,1545.0,427.0
North Pembroke,MA,Massachusetts,3458.0,298.0
North Perry,OH,Ohio,884.0,87.0
North Philipsburg,PA,Pennsylvania,713.0,367.0
North Plainfield,NJ,New Jersey,21289.0,2927.0
North Plains,OR,Oregon,2203.0,772.0
North Platte,NE,Nebraska,24098.0,689.0
North Plymouth,MA,Massachusetts,4091.0,1267.0
North Pole,AK,Alaska,2094.0,197.0
North Port,FL,Florida,209070.0,274.0
North Potomac,MD,Maryland,23914.0,1415.0
North Powder,OR,Oregon,460.0,283.0
North Prairie,WI,Wisconsin,2228.0,314.0
North Puyallup,WA,Washington,1930.0,710.0
North Randall,OH,Ohio,988.0,497.0
North Redington Beach,FL,Florida,1476.0,2180.0
North Richland Hills,TX,Texas,70670.0,1505.0
North Richmond,CA,California,4085.0,1135.0
North Ridgeville,OH,Ohio,34392.0,566.0
North River,ND,North Dakota,54.0,342.0
North River Shores,FL,Florida,3874.0,1179.0
North Riverside,IL,Illinois,6429.0,1510.0
North Robinson,OH,Ohio,198.0,718.0
North Rock Springs,WY,Wyoming,2567.0,67.0
North Rose,NY,New York,466.0,106.0
North Royalton,OH,Ohio,30068.0,544.0
North Salem,IN,Indiana,538.0,698.0
North Salt Lake,UT,Utah,20948.0,955.0
North San Juan,CA,California,178.0,28.0
North San Pedro,TX,Texas,645.0,2569.0
North San Ysidro,NM,New Mexico,51.0,8.0
North Sarasota,FL,Florida,8806.0,937.0
North Scituate,MA,Massachusetts,5044.0,519.0
North Sea,NY,New York,4597.0,160.0
North Seekonk,MA,Massachusetts,2398.0,661.0
North Shore,VA,Virginia,3002.5,93.0
North Sioux City,SD,South Dakota,2928.0,421.0
North Spearfish,SD,South Dakota,2278.0,284.0
North Springfield,VA,Virginia,3973.5,1025.0
North St. Paul,MN,Minnesota,12506.0,1691.0
North Star,DE,Delaware,3862.0,295.5
North Sultan,WA,Washington,237.0,157.0
North Syracuse,NY,New York,6628.0,1307.0
North Terre Haute,IN,Indiana,4339.0,467.0
North Tonawanda,NY,New York,30245.0,1156.0
North Topsail Beach,NC,North Carolina,743.0,46.0
North Troy,VT,Vermont,573.0,118.0
North Tunica,MS,Mississippi,886.0,591.0
North Tustin,CA,California,24705.0,1442.0
North Utica,IL,Illinois,1336.0,149.0
North Vacherie,LA,Louisiana,1857.0,127.0
North Valley,NM,New Mexico,13449.0,747.0
North Valley Stream,NY,New York,18661.0,3863.0
North Vandergrift,PA,Pennsylvania,424.0,270.0
North Vernon,IN,Indiana,11310.0,337.0
North Wales,PA,Pennsylvania,3265.0,2146.0
North Walpole,NH,New Hampshire,832.0,469.0
North Wantagh,NY,New York,11720.0,2377.0
North Warren,PA,Pennsylvania,1807.0,85.0
North Washington,CO,Colorado,372.0,153.5
North Webster,IN,Indiana,3732.0,557.0
North Weeki Wachee,FL,Florida,8238.0,223.0
North Westminster,VT,Vermont,133.0,108.0
North Westport,MA,Massachusetts,4510.0,335.0
North Wildwood,NJ,New Jersey,3760.0,841.0
North Wilkesboro,NC,North Carolina,18066.0,244.0
North Windham,ME,Maine,6131.0,362.0
North Woodstock,NH,New Hampshire,378.0,174.0
North Yelm,WA,Washington,3365.0,389.0
North York,PA,Pennsylvania,2027.0,2566.0
North Zanesville,OH,Ohio,2423.0,263.0
Northampton,MA,Massachusetts,19160.5,931.0
Northboro,IA,Iowa,56.0,84.0
Northbrook,IL,Illinois,21821.0,1548.5
Northchase,NC,North Carolina,3614.0,811.0
Northdale,FL,Florida,23510.0,1122.0
Northeast Ithaca,NY,New York,2811.0,738.0
Northern Cambria,PA,Pennsylvania,5981.0,453.0
Northfield,MN,Minnesota,8091.2,931.4
Northfork,WV,West Virginia,336.0,134.0
Northgate,OH,Ohio,6583.0,1019.0
Northglenn,CO,Colorado,38819.0,2038.0
Northlake,IL,Illinois,6384.0,633.0
Northlakes,NC,North Carolina,1509.0,388.0
Northmoor,MO,Missouri,365.0,588.0
Northome,MN,Minnesota,188.0,49.0
Northport,AL,Alabama,6943.4,450.2
Northridge,OH,Ohio,7278.0,917.0
Northrop,MN,Minnesota,213.0,629.0
Northumberland,PA,Pennsylvania,3607.0,924.0
Northvale,NJ,New Jersey,4927.0,1503.0
Northview,MI,Michigan,15394.0,577.0
Northville,MI,Michigan,2491.0,449.3333333333333
Northway,AK,Alaska,102.0,2.0
Northwest,NC,North Carolina,785.0,43.0
Northwest Harbor,NY,New York,3557.0,94.0
Northwest Harborcreek,PA,Pennsylvania,9077.0,700.0
Northwest Harwich,MA,Massachusetts,4136.0,200.0
Northwest Harwinton,CT,Connecticut,3011.0,133.0
Northwest Ithaca,NY,New York,1439.0,191.0
Northwest Stanwood,WA,Washington,126.0,68.0
Northwood,OH,Ohio,2110.5,211.25
Northwoods,MO,Missouri,4076.0,2252.0
Norton,OH,Ohio,8419.333333333334,327.6666666666667
Norton Center,MA,Massachusetts,2774.0,631.0
Norton Shores,MI,Michigan,24664.0,409.0
Nortonville,KY,Kentucky,880.0,463.5
Norvelt,PA,Pennsylvania,770.0,165.0
Norwalk,CA,California,45192.8,1399.8
Norway,MI,Michigan,985.0,223.25
Norwich,CT,Connecticut,52087.0,662.25
Norwood,OH,Ohio,3187.5,799.9166666666666
Norwood Court,MO,Missouri,955.0,3013.0
Norwood Young America,MN,Minnesota,3769.0,609.0
Notasulga,AL,Alabama,823.0,23.0
Notchietown,OK,Oklahoma,170.0,8.0
Notre Dame,IN,Indiana,6646.0,2170.0
Nottoway Court House,VA,Virginia,100.0,30.0
Notus,ID,Idaho,638.0,669.0
Novato,CA,California,55516.0,780.0
Novelty,MO,Missouri,132.0,181.0
Novi,MI,Michigan,60896.0,777.0
Novice,TX,Texas,128.0,102.0
Novinger,MO,Missouri,433.0,212.0
Nowata,OK,Oklahoma,3552.0,408.0
Nowthen,MN,Minnesota,4741.0,54.0
Noxapater,MS,Mississippi,438.0,167.0
Noxon,MT,Montana,223.0,69.0
Noyack,NY,New York,4372.0,200.0
Nuangola,PA,Pennsylvania,677.0,248.0
Nubieber,CA,California,35.0,18.0
Nucla,CO,Colorado,714.0,397.0
Nuevo,CA,California,7182.0,409.0
Nuiqsut,AK,Alaska,425.0,18.0
Nulato,AK,Alaska,243.0,2.0
Numa,IA,Iowa,89.0,77.0
Numidia,PA,Pennsylvania,274.0,100.0
Nunam Iqua,AK,Alaska,207.0,6.0
Nunapitchuk,AK,Alaska,530.0,29.0
Nunda,SD,South Dakota,51.0,19.0
Nunez,GA,Georgia,145.0,42.0
Nunn,CO,Colorado,464.0,48.0
Nuremberg,PA,Pennsylvania,541.0,349.0
Nutter Fort,WV,West Virginia,1512.0,656.0
Nyack,NY,New York,7156.0,3586.0
Nyssa,OR,Oregon,3387.0,793.0
O'Brien,OR,Oregon,369.0,62.5
O'Donnell,TX,Texas,837.0,375.0
O'Fallon,MO,Missouri,59128.0,946.0
O'Kean,AR,Arkansas,197.0,74.0
O'Neill,NE,Nebraska,3579.0,579.0
Oacoma,SD,South Dakota,471.0,70.0
Oak,NE,Nebraska,61.0,155.0
Oak Brook,IL,Illinois,8016.0,388.0
Oak City,UT,Utah,468.0,253.5
Oak Creek,WI,Wisconsin,18642.0,766.0
Oak Forest,IL,Illinois,27173.0,1746.0
Oak Glen,CA,California,430.0,11.0
Oak Grove,OR,Oregon,4938.538461538462,432.46153846153845
Oak Grove Heights,AR,Arkansas,1074.0,138.0
Oak Grove Village,MO,Missouri,472.0,296.0
Oak Hall,VA,Virginia,100.0,35.0
Oak Harbor,WA,Washington,18984.0,809.0
Oak Hill,WV,West Virginia,2430.4285714285716,264.2857142857143
Oak Hills,OR,Oregon,8335.666666666666,1153.6666666666667
Oak Hills Place,LA,Louisiana,8326.0,1032.0
Oak Island,NC,North Carolina,7158.5,157.0
Oak Lawn,IL,Illinois,55022.0,2478.0
Oak Leaf,TX,Texas,1484.0,242.0
Oak Level,VA,Virginia,651.0,41.0
Oak Park,IL,Illinois,24033.75,1885.5
Oak Park Heights,MN,Minnesota,5003.0,667.0
Oak Point,TX,Texas,5762.0,393.0
Oak Ridge,TN,Tennessee,10217.833333333334,533.1666666666666
Oak Ridge North,TX,Texas,3161.0,855.0
Oak Run,IL,Illinois,556.0,60.0
Oak Shores,CA,California,348.0,26.0
Oak Springs,AZ,Arizona,80.0,166.0
Oak Trail Shores,TX,Texas,3101.0,471.0
Oak Valley,NJ,New Jersey,1883.0,967.5
Oak View,CA,California,4598.0,904.0
Oakboro,NC,North Carolina,1912.0,298.0
Oakbrook,KY,Kentucky,9023.0,1087.0
Oakbrook Terrace,IL,Illinois,2098.0,639.0
Oakdale,MN,Minnesota,7621.555555555556,612.4444444444445
Oakes,ND,North Dakota,1701.0,419.0
Oakesdale,WA,Washington,439.0,163.0
Oakfield,WI,Wisconsin,1088.0,427.0
Oakford,IL,Illinois,276.0,428.0
Oakhaven,AR,Arkansas,59.0,495.0
Oakhurst,NJ,New Jersey,2447.25,339.0
Oakland,CA,California,27773.58823529412,588.8235294117648
Oakland Acres,IA,Iowa,159.0,216.0
Oakland City,IN,Indiana,2489.0,909.0
Oakland Park,FL,Florida,45202.0,2318.0
Oaklawn-Sunview,KS,Kansas,3441.0,2475.0
Oakleaf Plantation,FL,Florida,28237.0,663.0
Oakley,CA,California,9488.8,342.8
Oaklyn,NJ,New Jersey,3955.0,2434.0
Oakman,AL,Alabama,724.0,90.0
Oakmont,PA,Pennsylvania,6541.0,1590.0
Oakridge,OR,Oregon,3379.0,601.0
Oaks,OK,Oklahoma,208.5,352.0
Oakton,VA,Virginia,36997.0,1463.0
Oaktown,IN,Indiana,595.0,845.0
Oakvale,WV,West Virginia,112.0,103.0
Oakview,MO,Missouri,390.0,861.0
Oakville,MO,Missouri,9231.6,518.8
Oakwood,OH,Ohio,2422.222222222222,467.1111111111111
Oakwood Hills,IL,Illinois,2028.0,719.0
Oakwood Park,MO,Missouri,197.0,1133.0
Oasis,CA,California,747.5,28.0
Oatfield,OR,Oregon,14060.0,1589.0
Oatman,AZ,Arizona,43.0,86.0
Oberlin,OH,Ohio,2995.0,545.5
Oberon,ND,North Dakota,103.0,113.0
Obert,NE,Nebraska,22.0,116.0
Obetz,OH,Ohio,5196.0,344.0
Obion,TN,Tennessee,1041.0,311.0
Oblong,IL,Illinois,1371.0,487.0
Ocala,FL,Florida,169383.0,496.0
Occidental,CA,California,823.0,63.0
Occoquan,VA,Virginia,1086.0,2423.0
Ocean Acres,NJ,New Jersey,17333.0,1148.0
Ocean Beach,NY,New York,83.0,226.0
Ocean Bluff-Brant Rock,MA,Massachusetts,5199.0,923.0
Ocean Breeze,FL,Florida,381.0,891.0
Ocean City,NJ,New Jersey,6094.25,699.25
Ocean Gate,NJ,New Jersey,2035.0,1746.0
Ocean Grove,MA,Massachusetts,3069.5,2483.5
Ocean Isle Beach,NC,North Carolina,665.0,69.0
Ocean Park,WA,Washington,1745.0,222.0
Ocean Pines,MD,Maryland,12499.0,724.0
Ocean Pointe,HI,Hawaii,14989.0,2859.0
Ocean Ridge,FL,Florida,1956.0,989.0
Ocean Shores,WA,Washington,6494.0,294.0
Ocean Springs,MS,Mississippi,17862.0,597.0
Ocean View,DE,Delaware,14360.0,305.0
Oceana,WV,West Virginia,2284.0,359.0
Oceano,CA,California,7487.0,1887.0
Oceanport,NJ,New Jersey,5722.0,696.0
Oceanside,CA,California,68964.0,1414.6666666666667
Oceola,OH,Ohio,91.0,70.0
Ochelata,OK,Oklahoma,424.0,676.0
Ocheyedan,IA,Iowa,459.0,152.0
Ochlocknee,GA,Georgia,680.0,283.0
Ocilla,GA,Georgia,3732.0,566.0
Ocoee,FL,Florida,48263.0,1217.0
Oconee,GA,Georgia,207.5,129.0
Oconomowoc,WI,Wisconsin,16981.0,562.0
Oconomowoc Lake,WI,Wisconsin,600.0,120.0
Oconto,WI,Wisconsin,2344.5,265.5
Oconto Falls,WI,Wisconsin,2796.0,398.0
Ocotillo,CA,California,89.0,3.0
Ocracoke,NC,North Carolina,706.0,31.0
Octa,OH,Ohio,58.0,77.0
Octavia,NE,Nebraska,120.0,289.0
Odebolt,IA,Iowa,943.0,347.0
Odell,OR,Oregon,1211.6666666666667,403.3333333333333
Odem,TX,Texas,2741.0,780.0
Oden,MI,Michigan,319.5,183.5
Odenton,MD,Maryland,41846.0,1093.0
Odenville,AL,Alabama,3893.0,105.0
Odessa,TX,Texas,21412.25,384.625
Odin,IL,Illinois,412.6666666666667,169.33333333333334
Odon,IN,Indiana,1385.0,577.0
Odum,GA,Georgia,503.0,95.0
Oelrichs,SD,South Dakota,123.0,129.0
Oelwein,IA,Iowa,6433.0,471.0
Offerle,KS,Kansas,183.0,257.0
Offerman,GA,Georgia,441.0,52.0
Offutt AFB,NE,Nebraska,5048.0,491.0
Ogallala,NE,Nebraska,4497.0,350.0
Ogden,UT,Utah,98637.16666666667,606.0
Ogden Dunes,IN,Indiana,1088.0,570.0
Ogdensburg,NY,New York,4355.333333333333,425.3333333333333
Ogema,MN,Minnesota,173.5,39.0
Ogilvie,MN,Minnesota,374.0,141.0
Oglala,SD,South Dakota,1612.0,49.0
Oglesby,IL,Illinois,2012.0,344.5
Oglethorpe,GA,Georgia,1156.0,223.0
Ohatchee,AL,Alabama,1153.0,75.0
Ohio,IL,Illinois,480.0,230.0
Ohio City,OH,Ohio,677.0,491.0
Ohiopyle,PA,Pennsylvania,56.0,51.0
Ohioville,PA,Pennsylvania,3284.0,54.0
Ohiowa,NE,Nebraska,106.0,164.0
Ohkay Owingeh,NM,New Mexico,1256.0,126.0
Ohlman,IL,Illinois,126.0,137.0
Oil City,PA,Pennsylvania,7452.5,518.0
Oil Trough,AR,Arkansas,274.0,462.0
Oildale,CA,California,34763.0,2054.0
Oilton,OK,Oklahoma,583.5,205.0
Ojai,CA,California,7470.0,663.0
Ojo Amarillo,NM,New Mexico,637.0,125.0
Ojus,FL,Florida,16417.0,2392.0
Okabena,MN,Minnesota,195.0,337.0
Okahumpka,FL,Florida,193.0,302.0
Okanogan,WA,Washington,2588.0,497.0
Okarche,OK,Oklahoma,1331.0,273.0
Okaton,SD,South Dakota,44.0,0.0
Okauchee Lake,WI,Wisconsin,4551.0,508.0
Okawville,IL,Illinois,1360.0,259.0
Okay,OK,Oklahoma,702.0,327.0
Okeechobee,FL,Florida,26256.0,553.0
Okeene,OK,Oklahoma,1138.0,190.0
Okemah,OK,Oklahoma,3132.0,478.0
Okemos,MI,Michigan,24141.0,552.0
Oketo,KS,Kansas,63.0,236.0
Oklahoma,PA,Pennsylvania,878.0,442.0
Oklahoma City,OK,Oklahoma,972943.0,417.0
Oklee,MN,Minnesota,429.0,268.0
Okmulgee,OK,Oklahoma,13357.0,264.0
Okoboji,IA,Iowa,792.0,174.0
Okolona,MS,Mississippi,1364.0,102.5
Okreek,SD,South Dakota,245.0,2.0
Oktaha,OK,Oklahoma,388.0,563.0
Ola,AR,Arkansas,1209.0,274.0
Olancha,CA,California,229.0,11.0
Olanta,SC,South Carolina,557.0,216.0
Olar,SC,South Carolina,228.0,112.0
Olathe,KS,Kansas,71191.0,676.0
Olcott,NY,New York,1282.0,108.0
Old Agency,MT,Montana,74.0,49.0
Old Appleton,MO,Missouri,83.0,265.0
Old Bennington,VT,Vermont,131.0,137.0
Old Bethpage,NY,New York,5283.0,487.0
Old Brookville,NY,New York,2187.0,212.0
Old Brownsboro Place,KY,Kentucky,366.0,1069.0
Old Eucha,OK,Oklahoma,41.0,5.0
Old Field,NY,New York,909.0,169.0
Old Fig Garden,CA,California,5850.0,1354.0
Old Forge,PA,Pennsylvania,4186.5,497.5
Old Fort,NC,North Carolina,583.0,226.5
Old Green,OK,Oklahoma,396.0,47.0
Old Greenwich,CT,Connecticut,6844.0,1324.0
Old Harbor,AK,Alaska,215.0,5.0
Old Hundred,NC,North Carolina,481.0,191.0
Old Jamestown,MO,Missouri,19777.0,511.0
Old Jefferson,LA,Louisiana,7659.0,840.0
Old Mill Creek,IL,Illinois,167.0,6.0
Old Monroe,MO,Missouri,287.0,451.0
Old Mystic,CT,Connecticut,3383.0,306.0
Old Orchard,PA,Pennsylvania,2185.0,1156.0
Old Ripley,IL,Illinois,99.0,247.0
Old River-Winfree,TX,Texas,3645.0,361.0
Old Saybrook Center,CT,Connecticut,2296.0,449.0
Old Shawneetown,IL,Illinois,164.0,124.0
Old Station,CA,California,31.0,5.0
Old Tappan,NJ,New Jersey,5894.0,686.0
Old Town,ME,Maine,7431.0,73.0
Old Washington,OH,Ohio,268.0,154.0
Old Westbury,NY,New York,4614.0,207.0
Olde West Chester,OH,Ohio,276.0,298.0
Oldenburg,IN,Indiana,663.0,595.0
Oldham,SD,South Dakota,120.0,188.0
