city,state_id,state_name,population,density
Smoot,WY,Wyoming,217,48
Kenefic,OK,Oklahoma,217,85
Delmont,SD,South Dakota,217,109
Cushing,IA,Iowa,217,260
Zap,ND,North Dakota,217,82
Lakeline,OH,Ohio,217,955
Jet,OK,Oklahoma,217,268
Cuyamungue Grant,NM,New Mexico,217,33
Stotts City,MO,Missouri,217,163
Graball,TN,Tennessee,217,41
Hartstown,PA,Pennsylvania,216,103
Riley,IN,Indiana,216,930
Scotsdale,MO,Missouri,216,143
Upper Stewartsville,NJ,New Jersey,216,1183
Whitesboro,OK,Oklahoma,216,25
Ardencroft,DE,Delaware,216,952
Seven Devils,NC,North Carolina,216,36
Cleghorn,IA,Iowa,216,370
Harrison,ID,Idaho,216,23
Rockdale,WI,Wisconsin,216,296
Idaville,PA,Pennsylvania,216,119
Chugcreek,WY,Wyoming,216,43
Hollansburg,OH,Ohio,216,689
Taylorstown,PA,Pennsylvania,216,81
Ford,KS,Kansas,216,197
Virginia City,MT,Montana,216,87
Perrin,TX,Texas,216,52
Currie,MN,Minnesota,216,151
Shamrock Lakes,IN,Indiana,216,316
Hecla,SD,South Dakota,216,242
Wellington,IL,Illinois,216,351
Mount Hope,WI,Wisconsin,216,301
Dixon,MT,Montana,216,12
Ludlow Falls,OH,Ohio,216,467
Desert Center,CA,California,216,2
Toad Hop,IN,Indiana,216,377
Jenera,OH,Ohio,215,307
Asbury,MO,Missouri,215,227
Victor,CA,California,215,65
Gantt,AL,Alabama,215,127
Wilson Creek,WA,Washington,215,85
Livingston,KY,Kentucky,215,265
Slickville,PA,Pennsylvania,215,160
Weyerhaeuser,WI,Wisconsin,215,88
Old Harbor,AK,Alaska,215,5
Paxico,KS,Kansas,215,573
Avalon,GA,Georgia,215,46
Roswell,OH,Ohio,215,316
Virgie,KY,Kentucky,215,81
Williamson,IL,Illinois,215,54
South Shore,SD,South Dakota,215,59
McIntosh,AL,Alabama,215,83
Gasconade,MO,Missouri,215,409
Hebron,TX,Texas,215,134
Oden,AR,Arkansas,215,101
Camp Sherman,OR,Oregon,215,26
Pine Hill,NY,New York,215,39
Grand River,IA,Iowa,215,399
Southern Ute,CO,Colorado,215,5
Florida,OH,Ohio,214,367
Meansville,GA,Georgia,214,164
Coffee Springs,AL,Alabama,214,105
Dennison,MN,Minnesota,214,65
Long Point,IL,Illinois,214,446
Thurman,IA,Iowa,214,148
Bluffton,MN,Minnesota,214,30
Elderon,WI,Wisconsin,214,73
Mantee,MS,Mississippi,214,18
New Burnside,IL,Illinois,214,79
Hambleton,WV,West Virginia,214,600
Sheldon,WI,Wisconsin,214,124
Mellette,SD,South Dakota,214,322
Jesterville,MD,Maryland,214,52
Bier,MD,Maryland,214,56
Cherokee Strip,CA,California,214,911
Lower Santan Village,AZ,Arizona,214,19
Napoleon,MO,Missouri,213,47
Straughn,IN,Indiana,213,584
Phenix,VA,Virginia,213,71
Frontier,ND,North Dakota,213,437
Seibert,CO,Colorado,213,239
Garland,NE,Nebraska,213,490
Fisher,AR,Arkansas,213,271
Pierrepont Manor,NY,New York,213,122
Lutsen,MN,Minnesota,213,7
Villa Verde,TX,Texas,213,280
Northrop,MN,Minnesota,213,629
Carroll,NE,Nebraska,213,539
Bryant,IL,Illinois,213,332
Dunmor,KY,Kentucky,213,31
Ocean City,WA,Washington,213,24
Realitos,TX,Texas,213,309
Oxbow Estates,AZ,Arizona,213,167
Deer Park,WI,Wisconsin,213,89
Stout,IA,Iowa,212,280
Bassfield,MS,Mississippi,212,81
Nehawka,NE,Nebraska,212,361
Tillar,AR,Arkansas,212,104
Curtiss,WI,Wisconsin,212,119
Jalapa,IN,Indiana,212,25
Reliance,SD,South Dakota,212,75
Aline,OK,Oklahoma,212,311
Roxobel,NC,North Carolina,212,78
Gresham,NE,Nebraska,212,303
Beardsley,MN,Minnesota,212,174
Sunizona,AZ,Arizona,212,9
Samoa,CA,California,212,97
Shanksville,PA,Pennsylvania,212,414
San Luis,NM,New Mexico,212,9
Montrose,GA,Georgia,212,50
Larkspur,CO,Colorado,212,51
Stanwood,MI,Michigan,212,337
Danville,GA,Georgia,212,103
Delmita,TX,Texas,212,26
St. Charles,AR,Arkansas,212,91
Woodruff,UT,Utah,212,113
Little River,CA,California,212,48
Elk Garden,WV,West Virginia,212,317
Maxwell,NM,New Mexico,212,172
Parral,OH,Ohio,212,454
Mayview,MO,Missouri,212,523
Nanwalek,AK,Alaska,212,9
White Shield,ND,North Dakota,212,21
Garden,MI,Michigan,211,98
Kansas,AL,Alabama,211,80
Burnett,WI,Wisconsin,211,325
Roy,NM,New Mexico,211,39
Magness,AR,Arkansas,211,132
Selden,KS,Kansas,211,268
Tulare,SD,South Dakota,211,318
La Vina,CA,California,211,808
Wind Ridge,PA,Pennsylvania,211,26
Grygla,MN,Minnesota,211,140
Hornbrook,CA,California,211,69
Harvel,IL,Illinois,211,112
Index,WA,Washington,211,354
Wyaconda,MO,Missouri,211,126
Radom,IL,Illinois,211,77
Cross Timbers,MO,Missouri,211,182
Hazelton,ND,North Dakota,211,212
Rodríguez Hevia,PR,Puerto Rico,211,211
Mulberry,SC,South Carolina,211,41
Hitterdal,MN,Minnesota,211,95
Alsey,IL,Illinois,210,147
Huttonsville,WV,West Virginia,210,267
Ashville,PA,Pennsylvania,210,453
Aneta,ND,North Dakota,210,81
McNary,LA,Louisiana,210,44
Ehrenfeld,PA,Pennsylvania,210,187
St. Regis,MT,Montana,210,94
Chickaloon,AK,Alaska,210,1
Little Browning,MT,Montana,210,80
Mesic,NC,North Carolina,210,78
Mobile City,TX,Texas,210,5377
Ollie,IA,Iowa,210,81
Clear Creek,CA,California,210,71
Arkansaw,WI,Wisconsin,210,113
Colp,IL,Illinois,210,604
Vinton,OH,Ohio,210,68
Hardesty,OK,Oklahoma,210,363
Sylvania,PA,Pennsylvania,210,72
Joice,IA,Iowa,210,81
Keller,WA,Washington,210,8
Daviston,AL,Alabama,210,8
Augusta Springs,VA,Virginia,210,21
Jim Falls,WI,Wisconsin,210,133
Sand Coulee,MT,Montana,210,30
Organ,NM,New Mexico,210,93
Hanging Rock,OH,Ohio,209,145
St. Martin,OH,Ohio,209,41
Burns,KS,Kansas,209,234
Buffalo,KS,Kansas,209,254
Toronto,SD,South Dakota,209,262
Rake,IA,Iowa,209,99
Lucas,IA,Iowa,209,83
Gotebo,OK,Oklahoma,209,105
Richvale,CA,California,209,87
Daphnedale Park,CA,California,209,60
Patriot,IN,Indiana,209,368
Bloomington,ID,Idaho,209,84
Caulksville,AR,Arkansas,209,59
Magnolia,MN,Minnesota,209,101
Union,AL,Alabama,209,98
Burr Oak,IA,Iowa,209,117
Morristown,AZ,Arizona,209,100
Fountain Run,KY,Kentucky,209,61
Helena,OH,Ohio,209,277
Mount Gretna,PA,Pennsylvania,209,559
Dundee,OH,Ohio,209,103
Washtucna,WA,Washington,208,121
Big Falls,MN,Minnesota,208,13
Ida,LA,Louisiana,208,57
Ursina,PA,Pennsylvania,208,89
Linden,IA,Iowa,208,102
Argyle,GA,Georgia,208,46
Panama,IA,Iowa,208,280
Rackerby,CA,California,208,27
Hatfield,WI,Wisconsin,208,60
Pocasset,OK,Oklahoma,208,29
St. Johns,IL,Illinois,208,110
Walstonburg,NC,North Carolina,208,197
Anniston,MO,Missouri,208,205
Woodloch,TX,Texas,208,951
Pleasant Dale,NE,Nebraska,208,713
Conconully,WA,Washington,208,380
Ukiah,OR,Oregon,208,329
Kinderhook,IL,Illinois,208,99
Gordon,OH,Ohio,208,487
Gilson,IL,Illinois,208,344
Kossuth,MS,Mississippi,208,83
Franks Field,WI,Wisconsin,208,63
Eastvale,PA,Pennsylvania,207,883
Plaza,ND,North Dakota,207,73
Jackson Center,PA,Pennsylvania,207,70
Garrison,MN,Minnesota,207,76
Arriba,CO,Colorado,207,160
Nunam Iqua,AK,Alaska,207,6
South English,IA,Iowa,207,266
Kell,IL,Illinois,207,79
Cantril,IA,Iowa,207,157
Low Moor,VA,Virginia,207,75
South Lima,NY,New York,207,90
Curran,IL,Illinois,207,40
Bynum,TX,Texas,207,596
Rio,IL,Illinois,207,255
Elliston,MT,Montana,207,9
Monroe,OK,Oklahoma,207,57
Oakdale,TN,Tennessee,207,91
Geddes,SD,South Dakota,207,109
Dubois,IN,Indiana,207,50
Topaz Lake,NV,Nevada,207,67
Penelope,TX,Texas,207,80
Malden,WA,Washington,206,120
Sumpter,OR,Oregon,206,36
Falls View,WV,West Virginia,206,240
Denton,NE,Nebraska,206,650
Albin,WY,Wyoming,206,542
Glenwood,MO,Missouri,206,107
Ramona,SD,South Dakota,206,289
New Leipzig,ND,North Dakota,206,89
New Minden,IL,Illinois,206,287
Browndell,TX,Texas,206,32
Jacksonville,VT,Vermont,206,69
Elizabeth,IN,Indiana,206,304
Adona,AR,Arkansas,206,83
Knox City,MO,Missouri,206,377
Napeague,NY,New York,206,21
Gail,TX,Texas,206,39
Chapman,PA,Pennsylvania,206,241
Woden,IA,Iowa,206,188
Verona,IL,Illinois,206,480
Port Royal,VA,Virginia,206,122
Kempton,IL,Illinois,206,482
Milton Mills,NH,New Hampshire,206,92
Milford,CA,California,206,15
Black Butte Ranch,OR,Oregon,206,9
Reydon,OK,Oklahoma,206,176
Salt Point,NY,New York,206,95
Aurora,WV,West Virginia,206,37
Malta,ID,Idaho,205,57
Mineral,WA,Washington,205,118
Schoenchen,KS,Kansas,205,636
Lake Bronson,MN,Minnesota,205,149
Sylvia,KS,Kansas,205,273
Stollings,WV,West Virginia,205,220
Slaughters,KY,Kentucky,205,344
Palmer,IL,Illinois,205,79
Leipsic,DE,Delaware,205,266
Elgin,PA,Pennsylvania,205,53
Birmingham,MO,Missouri,205,140
Frierson,LA,Louisiana,205,143
Ute Park,NM,New Mexico,205,23
Wilmore,PA,Pennsylvania,205,238
Whittier,AK,Alaska,205,6
Mekoryuk,AK,Alaska,205,11
McBride,MI,Michigan,205,204
Noma,FL,Florida,205,74
Flasher,ND,North Dakota,205,124
Litchfield,CA,California,205,20
Bruce,SD,South Dakota,205,213
Slayden,TN,Tennessee,205,51
Chatham,MI,Michigan,205,32
Stillwater,PA,Pennsylvania,205,25
Chula,MO,Missouri,205,444
Hanover,NM,New Mexico,205,56
Little Sturgeon,WI,Wisconsin,205,33
Windom,TX,Texas,205,143
Adair,IL,Illinois,205,184
Hiseville,KY,Kentucky,204,107
Halliday,ND,North Dakota,204,173
Van Wert,IA,Iowa,204,238
Kenilworth,UT,Utah,204,104
Edgerton,WY,Wyoming,204,311
Blodgett,MO,Missouri,204,599
Chupadero,NM,New Mexico,204,43
Storden,MN,Minnesota,204,355
Reevesville,SC,South Carolina,204,48
Spurgeon,IN,Indiana,204,449
Clutier,IA,Iowa,204,103
Karns City,PA,Pennsylvania,204,217
Smolan,KS,Kansas,204,711
Moorhead,IA,Iowa,204,243
Pennington,AL,Alabama,204,40
Gold Hill,CO,Colorado,204,37
Summit,OR,Oregon,204,253
Belk,AL,Alabama,204,56
Madison,MD,Maryland,204,24
Halifax,NC,North Carolina,204,172
Acampo,CA,California,204,84
Belle Mead,NJ,New Jersey,203,109
Canadian,OK,Oklahoma,203,106
Froid,MT,Montana,203,125
Buncombe,IL,Illinois,203,66
Frederika,IA,Iowa,203,220
Benedict,MD,Maryland,203,335
Creston,NE,Nebraska,203,378
Cameron,LA,Louisiana,203,6
Pollard,AR,Arkansas,203,264
Black,AL,Alabama,203,25
Jackson,NE,Nebraska,203,174
Standard,IL,Illinois,203,110
Goree,TX,Texas,203,54
Hayes Center,NE,Nebraska,203,290
Tuscumbia,MO,Missouri,203,227
Wellman,TX,Texas,203,230
Big Island,VA,Virginia,203,95
Lunenburg,VA,Virginia,203,36
Yeehaw Junction,FL,Florida,203,41
College Springs,IA,Iowa,203,71
Brinson,GA,Georgia,202,38
Falling Spring,WV,West Virginia,202,151
Gary,MN,Minnesota,202,242
Vermilion,IL,Illinois,202,142
Guide Rock,NE,Nebraska,202,157
Nauvoo,AL,Alabama,202,78
Braman,OK,Oklahoma,202,450
Industry,CA,California,202,6
Cottonwood,TX,Texas,202,50
Fort Yates,ND,North Dakota,202,1293
Haywood City,MO,Missouri,202,182
Bluewater Acres,NM,New Mexico,202,24
Yellow Bluff,AL,Alabama,202,168
Egg Harbor,WI,Wisconsin,202,31
Tappen,ND,North Dakota,202,74
Matoaka,WV,West Virginia,202,295
Koliganek,AK,Alaska,202,4
Capulin,CO,Colorado,202,82
Surrency,GA,Georgia,202,100
Elbert,CO,Colorado,202,164
Trail Side,CO,Colorado,202,108
De Smet,ID,Idaho,202,81
Pine Village,IN,Indiana,202,647
Seaton,IL,Illinois,202,49
San Jon,NM,New Mexico,202,26
St. Johns,OH,Ohio,202,203
Garland,WY,Wyoming,202,22
Highwood,MT,Montana,201,17
Bethel,DE,Delaware,201,176
Monterey,IN,Indiana,201,424
White Mountain,AK,Alaska,201,42
Barnett,MO,Missouri,201,284
Glendo,WY,Wyoming,201,131
Bulpitt,IL,Illinois,201,1128
Oldtown,ID,Idaho,201,94
Hanston,KS,Kansas,201,287
Altamont,MO,Missouri,201,303
Glenfield,PA,Pennsylvania,201,94
Rollins,MT,Montana,201,26
Chugwater,WY,Wyoming,201,25
Haviland,OH,Ohio,201,197
Hull,GA,Georgia,201,243
Alvord,IA,Iowa,201,282
Stoutland,MO,Missouri,201,128
Grantville,KS,Kansas,201,39
Samburg,TN,Tennessee,201,164
Keensburg,IL,Illinois,201,298
Des Lacs,ND,North Dakota,201,144
Baileyville,KS,Kansas,201,19
Blanchard,ID,Idaho,201,52
Garfield,GA,Georgia,201,98
Sobieski,MN,Minnesota,201,19
South Salem,OH,Ohio,201,376
Nathalie,VA,Virginia,201,26
Danville,MD,Maryland,201,67
Gibson Flats,MT,Montana,200,25
Koshkonong,MO,Missouri,200,441
Macedonia,AL,Alabama,200,19
Tenstrike,MN,Minnesota,200,23
Tokeland,WA,Washington,200,150
Sellers,SC,South Carolina,200,111
Mosby,MO,Missouri,200,42
Oakdale,IL,Illinois,200,48
Torreon,NM,New Mexico,200,9
La Paloma Ranchettes,TX,Texas,200,164
Blairsburg,IA,Iowa,200,119
Belvue,KS,Kansas,200,628
Barkeyville,PA,Pennsylvania,200,23
Parkersburg,IL,Illinois,200,93
Hallwood,VA,Virginia,200,326
Westcreek,CO,Colorado,200,63
Taylor,NE,Nebraska,200,295
La Fayette,IL,Illinois,200,408
Norris,IL,Illinois,200,272
Amasa,MI,Michigan,200,19
Moore,TX,Texas,199,12
Jacksonport,AR,Arkansas,199,204
Lyden,NM,New Mexico,199,34
Phillipsburg,MO,Missouri,199,96
Wakulla,NC,North Carolina,199,89
Macy,IN,Indiana,199,670
Lewellen,NE,Nebraska,199,207
Elkton,OR,Oregon,199,334
Autryville,NC,North Carolina,199,147
Belspring,VA,Virginia,199,80
Butters,NC,North Carolina,199,52
Blodgett Mills,NY,New York,199,35
Edenborn,PA,Pennsylvania,199,198
Hancocks Bridge,NJ,New Jersey,198,371
Mount Sterling,WI,Wisconsin,198,53
Melvin,IA,Iowa,198,430
Grayling,AK,Alaska,198,6
Kellyton,AL,Alabama,198,79
Barnard,MO,Missouri,198,505
Independence,UT,Utah,198,2
Peterson,MN,Minnesota,198,160
Thompsonville,TX,Texas,198,19
Caney,OK,Oklahoma,198,94
Big Creek,CA,California,198,166
Oakwood,MO,Missouri,198,387
Fordville,ND,North Dakota,198,75
Goodlow,TX,Texas,198,74
Silver Creek,MS,Mississippi,198,51
Jeff,KY,Kentucky,198,101
Westgate,IA,Iowa,198,215
Aucilla,FL,Florida,198,38
Batchtown,IL,Illinois,198,41
Burbank,OH,Ohio,198,214
Cañon,NM,New Mexico,198,4
Lebanon,KS,Kansas,198,237
Ellsworth,IL,Illinois,198,352
Loachapoka,AL,Alabama,198,67
Bienville,LA,Louisiana,198,6
North Robinson,OH,Ohio,198,718
Ewing,VA,Virginia,198,20
Taylorsville,CA,California,198,23
Bay Center,WA,Washington,198,81
Petrolia,PA,Pennsylvania,198,192
Fountain,MI,Michigan,198,74
Trenton,SC,South Carolina,198,60
New Edinburg,AR,Arkansas,198,24
Paint Rock,AL,Alabama,197,175
Pittsburg,OK,Oklahoma,197,161
Mill Shoals,IL,Illinois,197,99
Broaddus,TX,Texas,197,203
Oakwood Park,MO,Missouri,197,1133
Fishing Creek,MD,Maryland,197,72
Vaughnsville,OH,Ohio,197,444
Eland,WI,Wisconsin,197,34
Coffee Creek,CA,California,197,6
Waterloo,AL,Alabama,197,101
O'Kean,AR,Arkansas,197,74
Marquand,MO,Missouri,197,319
Altona,IN,Indiana,197,375
Harrells,NC,North Carolina,197,24
Garden Grove,IA,Iowa,197,109
Lilly,GA,Georgia,197,126
Scotia,SC,South Carolina,197,24
Blencoe,IA,Iowa,197,100
Providence,AL,Alabama,197,43
Holland,MO,Missouri,197,456
Glen Jean,WV,West Virginia,197,336
Bradley,SC,South Carolina,197,9
Bear Valley,CA,California,197,10
Meire Grove,MN,Minnesota,197,195
Sugar Mountain,NC,North Carolina,197,31
Tyro,KS,Kansas,197,146
Iola,PA,Pennsylvania,197,280
Pecan Gap,TX,Texas,197,121
Pine Glen,PA,Pennsylvania,197,425
Raemon,NC,North Carolina,197,17
Summit Station,PA,Pennsylvania,197,69
Newton Hamilton,PA,Pennsylvania,197,490
Mount Cory,OH,Ohio,196,197
Spillertown,IL,Illinois,196,218
Frederick,SD,South Dakota,196,194
Dalton,WI,Wisconsin,196,168
Mitchellville,TN,Tennessee,196,140
Eureka,NC,North Carolina,196,221
Trumbull,NE,Nebraska,196,175
Radar Base,TX,Texas,196,68
Volga,IA,Iowa,196,96
Zanesfield,OH,Ohio,196,713
Plessis,NY,New York,196,218
Sugartown,LA,Louisiana,196,38
Edwardsville,AL,Alabama,196,4
Baylis,IL,Illinois,196,160
Glenview Manor,KY,Kentucky,196,882
Hancock,IA,Iowa,196,107
Peck,ID,Idaho,196,299
Marklesburg,PA,Pennsylvania,196,73
Ramos,TX,Texas,196,2473
Fulton,AR,Arkansas,195,431
Russellville,SC,South Carolina,195,20
Donnellson,IL,Illinois,195,230
Burket,IN,Indiana,195,1055
Shumway,IL,Illinois,195,226
Okabena,MN,Minnesota,195,337
Edgar Springs,MO,Missouri,195,160
Neck City,MO,Missouri,195,191
Hendersonville,PA,Pennsylvania,195,188
Cerro Gordo,NC,North Carolina,195,95
Cokesbury,SC,South Carolina,195,126
Norwood,MI,Michigan,195,37
Scraper,OK,Oklahoma,195,14
Winifred,MT,Montana,195,143
Munich,ND,North Dakota,195,52
Newtonia,MO,Missouri,195,230
Epworth,GA,Georgia,195,72
Montrose,IL,Illinois,195,109
Eden,WY,Wyoming,195,5
Lincolnville,PA,Pennsylvania,195,280
Nash,OK,Oklahoma,194,229
Jonesville,IN,Indiana,194,528
Woodburn,IA,Iowa,194,117
Wentworth,SD,South Dakota,194,294
Rembrandt,IA,Iowa,194,318
Opdyke West,TX,Texas,194,333
Baileys Harbor,WI,Wisconsin,194,44
Millersburg,MI,Michigan,194,75
Ruthville,ND,North Dakota,194,490
Arthur,IA,Iowa,194,492
Nelson,MN,Minnesota,194,113
Rosewood,OH,Ohio,194,55
Holbrook,NE,Nebraska,194,464
Port Wing,WI,Wisconsin,194,65
Woodside,DE,Delaware,193,527
Caledonia,IL,Illinois,193,72
Poneto,IN,Indiana,193,649
Munjor,KS,Kansas,193,32
Mission Woods,KS,Kansas,193,838
Hortonville,NY,New York,193,98
Hollis,AK,Alaska,193,1
Lincolnville,KS,Kansas,193,331
South Haven,MN,Minnesota,193,117
Tipton,KS,Kansas,193,295
Homer,MN,Minnesota,193,62
Lowrys,SC,South Carolina,193,23
Yolo,CA,California,193,54
Inger,MN,Minnesota,193,39
Tonto Village,AZ,Arizona,193,222
Mellott,IN,Indiana,193,217
Okahumpka,FL,Florida,193,302
Onslow,IA,Iowa,193,330
Gilbertown,AL,Alabama,193,95
Beecher Falls,VT,Vermont,193,59
Kahlotus,WA,Washington,193,196
Atwood,CO,Colorado,193,72
Dunbar,NE,Nebraska,193,323
Copemish,MI,Michigan,193,79
Union,NH,New Hampshire,193,239
Scotland,IN,Indiana,192,128
Union Center,WI,Wisconsin,192,89
Patch Grove,WI,Wisconsin,192,195
Edgefield,LA,Louisiana,192,298
Enville,TN,Tennessee,192,51
Haralson,GA,Georgia,192,95
Pittsboro,MS,Mississippi,192,75
Leota,MN,Minnesota,192,54
Fort Bidwell,CA,California,192,23
Harpster,OH,Ohio,192,37
Callensburg,PA,Pennsylvania,192,512
Beason,IL,Illinois,192,118
Bloomington,MD,Maryland,192,119
Queets,WA,Washington,192,53
Winterhaven,CA,California,192,304
Reader,AR,Arkansas,192,31
Woody Creek,CO,Colorado,192,121
Hooppole,IL,Illinois,191,198
Stockton,IA,Iowa,191,679
Newry,SC,South Carolina,191,249
Pickrell,NE,Nebraska,191,686
Farrell,MS,Mississippi,191,56
Tomales,CA,California,191,222
Franklin,AR,Arkansas,191,34
Moscow,OH,Ohio,191,201
Sheyenne,ND,North Dakota,191,492
Dunn Center,ND,North Dakota,191,188
Garey,CA,California,191,58
Breedsville,MI,Michigan,191,113
Iron Horse,CA,California,191,9
Iron Post,OK,Oklahoma,191,27
Rail Road Flat,CA,California,191,2
Wimbledon,ND,North Dakota,191,118
Dwight,NE,Nebraska,191,300
Forada,MN,Minnesota,190,145
Friendship,AR,Arkansas,190,103
Kamrar,IA,Iowa,190,85
Allen,MI,Michigan,190,422
Laredo,MO,Missouri,190,266
Eunola,AL,Alabama,190,40
Sunset,AR,Arkansas,190,280
Drakesville,IA,Iowa,190,298
Exeland,WI,Wisconsin,190,61
Little York,IN,Indiana,190,74
Steptoe,WA,Washington,190,33
Gilliam,MO,Missouri,190,295
Long Creek,OR,Oregon,190,71
Starr,SC,South Carolina,190,48
Amador City,CA,California,190,236
Bremen,KY,Kentucky,190,354
West Leipsic,OH,Ohio,190,294
Morganville,KS,Kansas,190,216
Dixie,WA,Washington,190,135
Buford,OH,Ohio,190,49
Radnor,OH,Ohio,190,101
Fort Apache,AZ,Arizona,189,64
Diamond Beach,NJ,New Jersey,189,437
Big Bay,MI,Michigan,189,19
Wawona,CA,California,189,11
Hughesville,MO,Missouri,189,630
Bolckow,MO,Missouri,189,224
Beattie,KS,Kansas,189,318
Atmautluak,AK,Alaska,189,120
Mooreton,ND,North Dakota,189,273
Greenway,AR,Arkansas,189,280
Shippingport,PA,Pennsylvania,189,21
Herron,MT,Montana,189,15
Register,GA,Georgia,189,93
Du Bois,IL,Illinois,189,69
Brave,PA,Pennsylvania,189,82
Sidney,AR,Arkansas,189,34
Tiawah,OK,Oklahoma,189,17
Kalihiwai,HI,Hawaii,189,27
Watson,MN,Minnesota,189,423
East Waterford,PA,Pennsylvania,189,194
Mitchell,GA,Georgia,189,49
Tedrow,OH,Ohio,189,227
Study Butte,TX,Texas,188,15
Verdi,CA,California,188,17
Bloomingdale,OH,Ohio,188,821
Prairieburg,IA,Iowa,188,157
Grenola,KS,Kansas,188,156
Negley,OH,Ohio,188,81
Elberon,IA,Iowa,188,111
Hustler,WI,Wisconsin,188,104
Megargel,TX,Texas,188,118
Fillmore,MO,Missouri,188,521
Onaway,ID,Idaho,188,484
Olmito and Olmito,TX,Texas,188,2601
Golden,MS,Mississippi,188,125
Camden,MO,Missouri,188,96
Lake Tomahawk,WI,Wisconsin,188,47
Northome,MN,Minnesota,188,49
Heckscherville,PA,Pennsylvania,188,218
West Elkton,OH,Ohio,188,124
Lopeño,TX,Texas,188,88
Dell,AR,Arkansas,187,48
Lequire,OK,Oklahoma,187,22
Gurley,NE,Nebraska,187,386
Water Valley,KY,Kentucky,187,135
Saco,MT,Montana,187,237
Coral,PA,Pennsylvania,187,408
Nashville,OH,Ohio,187,1053
Newhalen,AK,Alaska,187,11
Beaverton,AL,Alabama,187,15
Craig,NE,Nebraska,187,253
Spring Garden,AL,Alabama,187,31
Stronach,MI,Michigan,187,207
Cool,TX,Texas,187,43
Locustdale,PA,Pennsylvania,187,848
Minnesota City,MN,Minnesota,187,290
Thornhill,KY,Kentucky,187,1589
Latah,WA,Washington,187,225
Wren,OH,Ohio,187,233
Howard City,NE,Nebraska,187,101
New Cambria,MO,Missouri,187,107
Alligator,MS,Mississippi,187,73
Benson,PA,Pennsylvania,186,203
Boxholm,IA,Iowa,186,71
Dent,MN,Minnesota,186,193
Broughton,IL,Illinois,186,38
Millerville,AL,Alabama,186,10
Culloden,GA,Georgia,186,92
Clawson,UT,Utah,186,70
Onycha,AL,Alabama,186,90
Emmett,KS,Kansas,186,367
Hosmer,SD,South Dakota,186,72
Crane,MT,Montana,186,28
Eldred,IL,Illinois,186,536
Tse Bonito,NM,New Mexico,186,50
Rantoul,KS,Kansas,186,488
Broadway,NJ,New Jersey,186,193
Worthville,KY,Kentucky,186,281
Deep River,WA,Washington,186,5
Oljato-Monument Valley,AZ,Arizona,186,5
Wing,ND,North Dakota,186,112
Franklin,MD,Maryland,186,271
Franktown,CO,Colorado,186,24
Homestead,MO,Missouri,185,450
Henderson,IA,Iowa,185,333
Elk Mountain,WY,Wyoming,185,258
Ashton,NE,Nebraska,185,120
Maysville,IA,Iowa,185,261
Ogema,MN,Minnesota,185,58
Rayle,GA,Georgia,185,69
Rossburg,OH,Ohio,185,509
St. Lawrence,SD,South Dakota,185,208
Royal Lakes,IL,Illinois,185,153
Raymond,NE,Nebraska,185,543
Wilson,WI,Wisconsin,185,41
Arctic Village,AK,Alaska,185,1
Blockton,IA,Iowa,185,110
Valley Home,CA,California,185,62
Newberry,IN,Indiana,185,149
Blythedale,MO,Missouri,185,232
Twin Forks,NM,New Mexico,185,17
Winnett,MT,Montana,185,70
Mount Croghan,SC,South Carolina,185,94
Boykin,SC,South Carolina,185,10
Dewy Rose,GA,Georgia,185,42
Raymond,OH,Ohio,185,56
Palestine,OH,Ohio,184,486
Port Lions,AK,Alaska,184,14
Bee,NE,Nebraska,184,284
Milton,KS,Kansas,184,15
Ophir,CO,Colorado,184,302
Decatur City,IA,Iowa,184,178
Luray,KS,Kansas,184,213
Helix,OR,Oregon,184,551
Minden City,MI,Michigan,184,72
Roseville,PA,Pennsylvania,184,149
Crystal Bay,NV,Nevada,184,157
Buffalo,ND,North Dakota,184,147
San Cristobal,NM,New Mexico,184,10
Davis City,IA,Iowa,184,120
Custar,OH,Ohio,184,283
Fort Seneca,OH,Ohio,184,113
Hyannis,NE,Nebraska,184,136
Fairview,PA,Pennsylvania,184,629
Easton,MN,Minnesota,184,74
Alger,WA,Washington,184,27
Maryhill Estates,KY,Kentucky,184,1795
Trinway,OH,Ohio,184,253
Johnstown,WY,Wyoming,184,2
Garden City,IA,Iowa,183,70
Broadview,MT,Montana,183,269
Crouch,ID,Idaho,183,196
Rudyard,MT,Montana,183,77
Funk,NE,Nebraska,183,268
Hardwick,MN,Minnesota,183,40
Gainesville,AL,Alabama,183,41
Danbury,NC,North Carolina,183,88
Ratcliff,AR,Arkansas,183,38
San Simon,AZ,Arizona,183,101
Offerle,KS,Kansas,183,257
Amberg,WI,Wisconsin,183,43
Howard,OH,Ohio,183,315
Latty,OH,Ohio,183,262
Elk Creek,CA,California,183,48
Nelson,MO,Missouri,183,214
Ensign,KS,Kansas,183,242
Wynot,NE,Nebraska,183,385
Grayridge,MO,Missouri,183,69
Sugar Bush Knolls,OH,Ohio,183,319
Medon,TN,Tennessee,183,71
Nageezi,NM,New Mexico,183,5
Buckhead,GA,Georgia,183,88
Glenwood,AL,Alabama,183,96
Alpine,OR,Oregon,183,87
Metaline,WA,Washington,183,231
Middle Village,WI,Wisconsin,183,11
Beaman,IA,Iowa,183,378
Choptank,MD,Maryland,183,296
Whiting,KS,Kansas,183,70
Carney,MI,Michigan,182,51
Calpine,CA,California,182,98
